Issue-ID,Beschreibung,Status,Schweregrad,Story Points,Projektpfad,Art des Speicherorts,Pfad,Linie,Spalte,Incident-ID,Hilfelink,Assemblyname,Assemblyversion,Öffentlicher Schlüssel für Assembly.,Ausschnitt
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\FillPanel.cs,22,16,T:System.Windows.Size,,,,,"maxSize = new Size(                      Math.Max(maxSize.Width, e.DesiredSize.Width),                       Math.Max(maxSize.Height, e.DesiredSize.Height)                  );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\FillPanel.cs,22,16,"M:System.Windows.Size.#ctor(System.Double,System.Double)",,,,,"maxSize = new Size(                      Math.Max(maxSize.Width, e.DesiredSize.Width),                       Math.Max(maxSize.Height, e.DesiredSize.Height)                  );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\FillPanel.cs,21,16,M:System.Windows.UIElement.Measure(System.Windows.Size),,,,,e.Measure(availableSize);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\FillPanel.cs,19,12,T:System.Windows.Controls.UIElementCollection,,,,,"foreach (UIElement e in InternalChildren)              {                  e.Measure(availableSize);                  maxSize = new Size(                      Math.Max(maxSize.Width, e.DesiredSize.Width),                       Math.Max(maxSize.Height, e.DesiredSize.Height)                  );              }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\FillPanel.cs,19,12,P:System.Windows.Controls.Panel.InternalChildren,,,,,"foreach (UIElement e in InternalChildren)              {                  e.Measure(availableSize);                  maxSize = new Size(                      Math.Max(maxSize.Width, e.DesiredSize.Width),                       Math.Max(maxSize.Height, e.DesiredSize.Height)                  );              }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\FillPanel.cs,17,12,T:System.Windows.Size,,,,,"Size maxSize = new Size(0, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\FillPanel.cs,17,12,"M:System.Windows.Size.#ctor(System.Double,System.Double)",,,,,"Size maxSize = new Size(0, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\FillPanel.cs,13,29,M:System.Windows.Controls.Panel.#ctor,,,,,Panel
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\FillPanel.cs,13,29,T:System.Windows.Controls.Panel,,,,,Panel
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\obj\Debug\net472\Views\Controls\ArrowToggleButton.g.i.cs,66,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\obj\Debug\net472\Views\Controls\ArrowToggleButton.g.i.cs,66,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\obj\Debug\net472\Views\Controls\ArrowToggleButton.g.i.cs,63,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/NodeNetwork;component/views/controls/arrowtogglebutton.xaml"", System.UriKind.Relative);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\obj\Debug\net472\Views\Controls\ArrowToggleButton.g.i.cs,63,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/NodeNetwork;component/views/controls/arrowtogglebutton.xaml"", System.UriKind.Relative);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\ArrowToggleButton.xaml.cs,6,8,M:System.Windows.Controls.Primitives.ToggleButton.#ctor,,,,,public ArrowToggleButton()          {              InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\ArrowToggleButton.xaml.cs,6,8,M:System.Windows.Controls.Primitives.ToggleButton.#ctor,,,,,public ArrowToggleButton()          {              InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\obj\Debug\net472\Views\Controls\ArrowToggleButton.g.i.cs,41,116,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\ArrowToggleButton.xaml.cs,4,45,T:System.Windows.Controls.Primitives.ToggleButton,,,,,ToggleButton
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,428,8,T:System.Windows.Point,,,,,"public ZoomEventArgs(MouseEventArgs e, ScaleTransform oldScale, ScaleTransform newScale, Point contentOffset)          {              this.MouseEvent = e;              this.OldScaleScale = oldScale;              this.NewScale = newScale;              this.ContentOffset = contentOffset;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,428,8,T:System.Windows.Media.ScaleTransform,,,,,"public ZoomEventArgs(MouseEventArgs e, ScaleTransform oldScale, ScaleTransform newScale, Point contentOffset)          {              this.MouseEvent = e;              this.OldScaleScale = oldScale;              this.NewScale = newScale;              this.ContentOffset = contentOffset;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,428,8,T:System.Windows.Media.ScaleTransform,,,,,"public ZoomEventArgs(MouseEventArgs e, ScaleTransform oldScale, ScaleTransform newScale, Point contentOffset)          {              this.MouseEvent = e;              this.OldScaleScale = oldScale;              this.NewScale = newScale;              this.ContentOffset = contentOffset;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,428,8,T:System.Windows.Input.MouseEventArgs,,,,,"public ZoomEventArgs(MouseEventArgs e, ScaleTransform oldScale, ScaleTransform newScale, Point contentOffset)          {              this.MouseEvent = e;              this.OldScaleScale = oldScale;              this.NewScale = newScale;              this.ContentOffset = contentOffset;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,433,12,T:System.Windows.Point,,,,,this.ContentOffset = contentOffset;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,432,12,T:System.Windows.Media.ScaleTransform,,,,,this.NewScale = newScale;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,431,12,T:System.Windows.Media.ScaleTransform,,,,,this.OldScaleScale = oldScale;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,430,12,T:System.Windows.Input.MouseEventArgs,,,,,this.MouseEvent = e;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,426,37,T:System.Windows.Point,,,,,get;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,426,8,T:System.Windows.Point,,,,,public Point ContentOffset
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,425,41,T:System.Windows.Media.ScaleTransform,,,,,get;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,425,8,T:System.Windows.Media.ScaleTransform,,,,,public ScaleTransform NewScale
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,424,46,T:System.Windows.Media.ScaleTransform,,,,,get;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,424,8,T:System.Windows.Media.ScaleTransform,,,,,public ScaleTransform OldScaleScale
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,423,43,T:System.Windows.Input.MouseEventArgs,,,,,get;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,423,8,T:System.Windows.Input.MouseEventArgs,,,,,public MouseEventArgs MouseEvent
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,428,8,T:System.Windows.Point,,,,,"public ZoomEventArgs(MouseEventArgs e, ScaleTransform oldScale, ScaleTransform newScale, Point contentOffset)          {              this.MouseEvent = e;              this.OldScaleScale = oldScale;              this.NewScale = newScale;              this.ContentOffset = contentOffset;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,428,8,T:System.Windows.Media.ScaleTransform,,,,,"public ZoomEventArgs(MouseEventArgs e, ScaleTransform oldScale, ScaleTransform newScale, Point contentOffset)          {              this.MouseEvent = e;              this.OldScaleScale = oldScale;              this.NewScale = newScale;              this.ContentOffset = contentOffset;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,428,8,T:System.Windows.Media.ScaleTransform,,,,,"public ZoomEventArgs(MouseEventArgs e, ScaleTransform oldScale, ScaleTransform newScale, Point contentOffset)          {              this.MouseEvent = e;              this.OldScaleScale = oldScale;              this.NewScale = newScale;              this.ContentOffset = contentOffset;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,428,8,T:System.Windows.Input.MouseEventArgs,,,,,"public ZoomEventArgs(MouseEventArgs e, ScaleTransform oldScale, ScaleTransform newScale, Point contentOffset)          {              this.MouseEvent = e;              this.OldScaleScale = oldScale;              this.NewScale = newScale;              this.ContentOffset = contentOffset;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,433,12,T:System.Windows.Point,,,,,this.ContentOffset = contentOffset;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,432,12,T:System.Windows.Media.ScaleTransform,,,,,this.NewScale = newScale;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,431,12,T:System.Windows.Media.ScaleTransform,,,,,this.OldScaleScale = oldScale;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,430,12,T:System.Windows.Input.MouseEventArgs,,,,,this.MouseEvent = e;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,413,8,T:System.Windows.Input.MouseEventArgs,,,,,"public DragMoveEventArgs(MouseEventArgs mouseEvent, double deltaX, double deltaY)          {              this.MouseEvent = mouseEvent;              this.DeltaX = deltaX;              this.DeltaY = deltaY;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,415,12,T:System.Windows.Input.MouseEventArgs,,,,,this.MouseEvent = mouseEvent;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,409,43,T:System.Windows.Input.MouseEventArgs,,,,,get;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,409,8,T:System.Windows.Input.MouseEventArgs,,,,,public MouseEventArgs MouseEvent
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,413,8,T:System.Windows.Input.MouseEventArgs,,,,,"public DragMoveEventArgs(MouseEventArgs mouseEvent, double deltaX, double deltaY)          {              this.MouseEvent = mouseEvent;              this.DeltaX = deltaX;              this.DeltaY = deltaY;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,415,12,T:System.Windows.Input.MouseEventArgs,,,,,this.MouseEvent = mouseEvent;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,376,8,T:System.Windows.Rect,,,,,public void SetViewport(Rect viewport)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,402,12,P:System.Windows.Point.Y,,,,,"this.DragOffset = new Point(-viewOffset.X * ZoomFactor, -viewOffset.Y * ZoomFactor);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,402,12,P:System.Windows.Point.X,,,,,"this.DragOffset = new Point(-viewOffset.X * ZoomFactor, -viewOffset.Y * ZoomFactor);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,402,12,T:System.Windows.Point,,,,,"this.DragOffset = new Point(-viewOffset.X * ZoomFactor, -viewOffset.Y * ZoomFactor);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,402,12,"M:System.Windows.Point.#ctor(System.Double,System.Double)",,,,,"this.DragOffset = new Point(-viewOffset.X * ZoomFactor, -viewOffset.Y * ZoomFactor);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,402,12,T:System.Windows.Point,,,,,"this.DragOffset = new Point(-viewOffset.X * ZoomFactor, -viewOffset.Y * ZoomFactor);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,401,12,P:System.Windows.Size.Height,,,,,"var viewOffset = new Point(boundingCenter.X - curViewSize.Width / 2d, boundingCenter.Y - curViewSize.Height / 2d);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,401,12,P:System.Windows.Point.Y,,,,,"var viewOffset = new Point(boundingCenter.X - curViewSize.Width / 2d, boundingCenter.Y - curViewSize.Height / 2d);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,401,12,P:System.Windows.Size.Width,,,,,"var viewOffset = new Point(boundingCenter.X - curViewSize.Width / 2d, boundingCenter.Y - curViewSize.Height / 2d);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,401,12,P:System.Windows.Point.X,,,,,"var viewOffset = new Point(boundingCenter.X - curViewSize.Width / 2d, boundingCenter.Y - curViewSize.Height / 2d);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,401,12,T:System.Windows.Point,,,,,"var viewOffset = new Point(boundingCenter.X - curViewSize.Width / 2d, boundingCenter.Y - curViewSize.Height / 2d);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,401,12,"M:System.Windows.Point.#ctor(System.Double,System.Double)",,,,,"var viewOffset = new Point(boundingCenter.X - curViewSize.Width / 2d, boundingCenter.Y - curViewSize.Height / 2d);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,398,12,P:System.Windows.Point.Y,,,,,"curViewSize = new Size(bottomRightContentSpace.X - topLeftContentSpace.X, bottomRightContentSpace.Y - topLeftContentSpace.Y);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,398,12,P:System.Windows.Point.Y,,,,,"curViewSize = new Size(bottomRightContentSpace.X - topLeftContentSpace.X, bottomRightContentSpace.Y - topLeftContentSpace.Y);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,398,12,P:System.Windows.Point.X,,,,,"curViewSize = new Size(bottomRightContentSpace.X - topLeftContentSpace.X, bottomRightContentSpace.Y - topLeftContentSpace.Y);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,398,12,P:System.Windows.Point.X,,,,,"curViewSize = new Size(bottomRightContentSpace.X - topLeftContentSpace.X, bottomRightContentSpace.Y - topLeftContentSpace.Y);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,398,12,T:System.Windows.Size,,,,,"curViewSize = new Size(bottomRightContentSpace.X - topLeftContentSpace.X, bottomRightContentSpace.Y - topLeftContentSpace.Y);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,398,12,"M:System.Windows.Size.#ctor(System.Double,System.Double)",,,,,"curViewSize = new Size(bottomRightContentSpace.X - topLeftContentSpace.X, bottomRightContentSpace.Y - topLeftContentSpace.Y);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,397,12,T:System.Windows.Controls.UIElementCollection,,,,,"bottomRightContentSpace = TranslatePoint(new Point(ActualWidth, ActualHeight), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,397,12,P:System.Windows.Controls.Panel.Children,,,,,"bottomRightContentSpace = TranslatePoint(new Point(ActualWidth, ActualHeight), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,397,12,T:System.Windows.UIElement,,,,,"bottomRightContentSpace = TranslatePoint(new Point(ActualWidth, ActualHeight), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,397,12,P:System.Windows.Controls.UIElementCollection.Item(System.Int32),,,,,"bottomRightContentSpace = TranslatePoint(new Point(ActualWidth, ActualHeight), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,397,12,P:System.Windows.FrameworkElement.ActualHeight,,,,,"bottomRightContentSpace = TranslatePoint(new Point(ActualWidth, ActualHeight), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,397,12,P:System.Windows.FrameworkElement.ActualWidth,,,,,"bottomRightContentSpace = TranslatePoint(new Point(ActualWidth, ActualHeight), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,397,12,T:System.Windows.Point,,,,,"bottomRightContentSpace = TranslatePoint(new Point(ActualWidth, ActualHeight), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,397,12,"M:System.Windows.Point.#ctor(System.Double,System.Double)",,,,,"bottomRightContentSpace = TranslatePoint(new Point(ActualWidth, ActualHeight), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,397,12,T:System.Windows.Point,,,,,"bottomRightContentSpace = TranslatePoint(new Point(ActualWidth, ActualHeight), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,397,12,"M:System.Windows.UIElement.TranslatePoint(System.Windows.Point,System.Windows.UIElement)",,,,,"bottomRightContentSpace = TranslatePoint(new Point(ActualWidth, ActualHeight), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,396,12,T:System.Windows.Controls.UIElementCollection,,,,,"topLeftContentSpace = TranslatePoint(new Point(0, 0), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,396,12,P:System.Windows.Controls.Panel.Children,,,,,"topLeftContentSpace = TranslatePoint(new Point(0, 0), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,396,12,T:System.Windows.UIElement,,,,,"topLeftContentSpace = TranslatePoint(new Point(0, 0), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,396,12,P:System.Windows.Controls.UIElementCollection.Item(System.Int32),,,,,"topLeftContentSpace = TranslatePoint(new Point(0, 0), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,396,12,T:System.Windows.Point,,,,,"topLeftContentSpace = TranslatePoint(new Point(0, 0), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,396,12,"M:System.Windows.Point.#ctor(System.Double,System.Double)",,,,,"topLeftContentSpace = TranslatePoint(new Point(0, 0), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,396,12,T:System.Windows.Point,,,,,"topLeftContentSpace = TranslatePoint(new Point(0, 0), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,396,12,"M:System.Windows.UIElement.TranslatePoint(System.Windows.Point,System.Windows.UIElement)",,,,,"topLeftContentSpace = TranslatePoint(new Point(0, 0), Children[0]);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,393,12,P:System.Windows.Rect.Height,,,,,"var boundingCenter = new Point(viewport.TopLeft.X + viewport.Width / 2d, viewport.TopLeft.Y + viewport.Height / 2d);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,393,12,T:System.Windows.Point,,,,,"var boundingCenter = new Point(viewport.TopLeft.X + viewport.Width / 2d, viewport.TopLeft.Y + viewport.Height / 2d);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,393,12,P:System.Windows.Rect.TopLeft,,,,,"var boundingCenter = new Point(viewport.TopLeft.X + viewport.Width / 2d, viewport.TopLeft.Y + viewport.Height / 2d);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,393,12,P:System.Windows.Point.Y,,,,,"var boundingCenter = new Point(viewport.TopLeft.X + viewport.Width / 2d, viewport.TopLeft.Y + viewport.Height / 2d);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,393,12,P:System.Windows.Rect.Width,,,,,"var boundingCenter = new Point(viewport.TopLeft.X + viewport.Width / 2d, viewport.TopLeft.Y + viewport.Height / 2d);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,393,12,T:System.Windows.Point,,,,,"var boundingCenter = new Point(viewport.TopLeft.X + viewport.Width / 2d, viewport.TopLeft.Y + viewport.Height / 2d);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,NodeNetwork\NodeNetwork.csproj,File,NodeNetwork\Views\Controls\DragCanvas.cs,393,12,P:System.Windows.Rect.TopLeft,,,,,"var boundingCenter = new Point(viewport.TopLeft.X + viewport.Width / 2d, viewport.TopLeft.Y + viewport.Height / 2d);"
